sample	region	gene	qv1	qv2	qv_sum	qv_fraction	error_rate1	error_rate2	avg_error_rate	condition
NA24385	chr1_61871861_62098023	PATJ	32.7481	35.4152	68.1633	1	0.000531116752299051	0.000287395524003762	0.000409256138151406	SVs-30X
HG00096	chr5_140742556_140959347	PCDHA1	38.7351	39.559	78.2941	0.98	0.000133810440380676	0.000110687862285881	0.000122249151333278	SVs-30X
HG00171	chr5_140742556_140959347	PCDHA1	38.8874	38.1747	77.0621	0.99	0.000129199252203689	0.00015224042932112	0.000140719840762405	SVs-30X
HG00268	chr5_140742556_140959347	PCDHA1	38.8897	36.1997	75.0894	0.96	0.00012913084709618	0.000239899863025049	0.000184515355060614	SVs-30X
HG00358	chr5_140742556_140959347	PCDHA1	37.0251	36.9269	73.952	0.95	0.000198376397845697	0.000202913059892998	0.000200644728869348	SVs-30X
HG00512	chr5_140742556_140959347	PCDHA1	38.0468	37.4482	75.495	0.99	0.000156790592036917	0.000179961663926012	0.000168376127981464	SVs-30X
HG00513	chr5_140742556_140959347	PCDHA1	38.7374	36.8291	75.5665	0.97	0.000133739593859478	0.000207534355185607	0.000170636974522542	SVs-30X
HG00514	chr5_140742556_140959347	PCDHA1	38.5904	36.3718	74.9622	0.95	0.000138343895366725	0.000230579132011674	0.000184461513689199	SVs-30X
HG00731	chr5_140742556_140959347	PCDHA1	53.3591	39.5569	92.916	0.98	4.6141318453412e-06	0.000110741397554688	5.76777647000146e-05	SVs-30X
HG00732	chr5_140742556_140959347	PCDHA1	53.3613	56.3695	109.7308	1	4.61179506239683e-06	2.30701277809283e-06	3.45940392024483e-06	SVs-30X
HG00864	chr5_140742556_140959347	PCDHA1	40.3488	38.5901	78.9389	0.99	9.22826378281789e-05	0.000138353452154536	0.000115318044991357	SVs-30X
HG01114	chr5_140742556_140959347	PCDHA1	46.3717	33.9177	80.2894	1	2.30584441353521e-05	0.000405723347444022	0.000214390895789687	SVs-30X
HG01352	chr5_140742556_140959347	PCDHA1	35.3665	36.9914	72.3579	0.94	0.000290636396351967	0.000199921729423354	0.00024527906288766	SVs-30X
HG01505	chr5_140742556_140959347	PCDHA1	38.0466	35.3688	73.4154	1	0.000156797812676776	0.000290482517644472	0.000223640165160624	SVs-30X
HG01573	chr5_140742556_140959347	PCDHA1	37.4492	42.5695	80.0187	0.95	0.000179920230991871	5.53413819668769e-05	0.000117630806479374	SVs-30X
HG01596	chr5_140742556_140959347	PCDHA1	38.7374	35.6531	74.3905	0.92	0.000133739593859478	0.000272075853359011	0.000202907723609244	SVs-30X
HG01890	chr5_140742556_140959347	PCDHA1	39.38	53.3594	92.7394	1	0.000115345325782109	4.61381312341347e-06	5.99795694527613e-05	SVs-30X
HG02011	chr5_140742556_140959347	PCDHA1	41.3188	42.5681	83.8869	1	7.38108148773847e-05	5.53592247964067e-05	6.45850198368957e-05	SVs-30X
HG02018	chr5_140742556_140959347	PCDHA1	38.8898	35.3682	74.258	0.95	0.000129127873782776	0.00029052265205969	0.000209825262921233	SVs-30X
HG02059	chr5_140742556_140959347	PCDHA1	38.887	37.797	76.684	0.99	0.000129211152442593	0.000166073370550406	0.000147642261496499	SVs-30X
HG02282	chr5_140742556_140959347	PCDHA1	37.2311	39.047	76.2781	1	0.00018918643782968	0.000124537458900073	0.000156861948364876	SVs-30X
HG02492	chr5_140742556_140959347	PCDHA1	34.7891	35.8033	70.5924	0.99	0.000331963244050505	0.000262827013379415	0.00029739512871496	SVs-30X
HG02554	chr5_140742556_140959347	PCDHA1	38.1746	37.1291	75.3037	1	0.00015224393482691	0.000193682329540098	0.000172963132183504	SVs-30X
HG02587	chr5_140742556_140959347	PCDHA1	28.7545	29.6313	58.3858	0.91	0.00133214040181646	0.00108860418606774	0.0012103722939421	SVs-30X
HG02666	chr5_140742556_140959347	PCDHA1	41.5975	47.3405	88.938	1	6.92229335486603e-05	1.84480301615658e-05	4.38354818551131e-05	SVs-30X
HG02769	chr5_140742556_140959347	PCDHA1	30.2018	36.4574	66.6592	1	0.000954596856730485	0.000226078883641407	0.000590337870185947	SVs-30X
HG02953	chr5_140742556_140959347	PCDHA1	33.9648	39.0464	73.0112	1	0.000401346980548659	0.000124554665574423	0.000262950823061541	SVs-30X
HG03009	chr5_140742556_140959347	PCDHA1	37.6771	39.2116	76.8887	0.97	0.000170722200541416	0.000119905747266824	0.00014531397390412	SVs-30X
HG03248	chr5_140742556_140959347	PCDHA1	14.7898	34.0153	48.8051	1	0.0331909742209158	0.000396707124427818	0.0167938406726718	SVs-30X
HG03371	chr5_140742556_140959347	PCDHA1	32.8281	36.2015	69.0296	0.96	0.000521422779073048	0.000239800453454667	0.000380611616263857	SVs-30X
HG03452	chr5_140742556_140959347	PCDHA1	46.3697	29.7052	76.0749	1	2.30690653867446e-05	0.00107023709553687	0.000546653080461806	SVs-30X
HG03456	chr5_140742556_140959347	PCDHA1	40.1373	31.0549	71.1922	1	9.68880019806361e-05	0.000784350179004335	0.000440619090492485	SVs-30X
HG03520	chr5_140742556_140959347	PCDHA1	42.2208	29.1945	71.4153	0.99	5.99680600831697e-05	0.00120378797302566	0.000631878016554414	SVs-30X
HG03683	chr5_140742556_140959347	PCDHA1	34.0143	30.017	64.0313	0.99	0.000396798480136228	0.000996093256598079	0.000696445868367153	SVs-30X
HG03732	chr5_140742556_140959347	PCDHA1	36.3702	38.174	74.5442	0.96	0.000230664096153226	0.000152264969556794	0.00019146453285501	SVs-30X
HG03807	chr5_140742556_140959347	PCDHA1	37.9208	37.7968	75.7176	0.96	0.000161406120837832	0.000166081018687857	0.000163743569762844	SVs-30X
HG04036	chr5_140742556_140959347	PCDHA1	38.3076	37.6795	75.9871	0.98	0.000147652226421756	0.000170627882030422	0.000159140054226089	SVs-30X
HG04217	chr5_140742556_140959347	PCDHA1	37.562	37.7985	75.3605	0.99	0.000175307299597144	0.000166016020744831	0.000170661660170988	SVs-30X
NA12329	chr5_140742556_140959347	PCDHA1	38.89	37.232	76.122	0.96	0.000129121927361353	0.000189147236283302	0.000159134581822327	SVs-30X
NA18534	chr5_140742556_140959347	PCDHA1	38.4456	41.6011	80.0467	0.99	0.000143034235806959	6.91655763143711e-05	0.000106099906060665	SVs-30X
NA18939	chr5_140742556_140959347	PCDHA1	38.8898	36.2858	75.1756	0.94	0.000129127873782776	0.000235190621634837	0.000182159247708807	SVs-30X
NA18989	chr5_140742556_140959347	PCDHA1	43.359	38.8897	82.2487	1	4.61423809087643e-05	0.00012913084709618	8.76366140024723e-05	SVs-30X
NA19036	chr5_140742556_140959347	PCDHA1	32.9489	40.1378	73.0867	1	0.000507119137355744	9.6876847979272e-05	0.000301997992667508	SVs-30X
NA19129	chr5_140742556_140959347	PCDHA1	32.5351	35.8011	68.3362	0.99	0.000557814757833866	0.000262960187051245	0.000410387472442555	SVs-30X
NA19238	chr5_140742556_140959347	PCDHA1	46.3689	40.573	86.9419	1	2.30733152570456e-05	8.76395219629877e-05	5.53564186100167e-05	SVs-30X
NA19239	chr5_140742556_140959347	PCDHA1	42.9454	33.1098	76.0552	1	5.07527991820617e-05	0.000488674863133764	0.000269713831157913	SVs-30X
NA19240	chr5_140742556_140959347	PCDHA1	42.22	40.573	82.793	1	5.9979107625551e-05	8.76395219629877e-05	7.38093147942693e-05	SVs-30X
NA19317	chr5_140742556_140959347	PCDHA1	44.3284	14.7987	59.1271	1	3.69113559984529e-05	0.033123025580503	0.0165799684682507	SVs-30X
NA19331	chr5_140742556_140959347	PCDHA1	32.5322	40.8072	73.3394	1	0.000558187362847811	8.30385964584908e-05	0.000320612979653151	SVs-30X
NA19347	chr5_140742556_140959347	PCDHA1	37.6782	35.3666	73.0448	1	0.000170678964753781	0.000290629704278676	0.000230654334516228	SVs-30X
NA19384	chr5_140742556_140959347	PCDHA1	14.7964	56.3692	71.1656	1	0.0331405720008727	2.30717214639412e-06	0.0165714395865096	SVs-30X
NA19434	chr5_140742556_140959347	PCDHA1	27.7138	29.3664	57.0802	0.9	0.00169285593320022	0.00115707097635255	0.00142496345477638	SVs-30X
NA19650	chr5_140742556_140959347	PCDHA1	37.9184	37.1015	75.0199	0.95	0.000161495341806888	0.000194917126357942	0.000178206234082415	SVs-30X
NA19705	chr5_140742556_140959347	PCDHA1	36.7323	31.3463	68.0786	0.99	0.000212212030096048	0.000733449133780349	0.000472830581938198	SVs-30X
NA19836	chr5_140742556_140959347	PCDHA1	30.8068	36.48	67.2868	0.98	0.000830462449480853	0.000224905460583578	0.000527683955032216	SVs-30X
NA19983	chr5_140742556_140959347	PCDHA1	29.5401	47.3381	76.8782	0.99	0.00111170612900728	1.84582277372194e-05	0.000565082178372249	SVs-30X
NA20355	chr5_140742556_140959347	PCDHA1	38.4459	33.448	71.8939	1	0.000143024355693235	0.000452064079648501	0.000297544217670868	SVs-30X
NA20509	chr5_140742556_140959347	PCDHA1	41.0563	35.1667	76.223	1	7.84097375129514e-05	0.000304319652962154	0.000191364695237553	SVs-30X
NA20847	chr5_140742556_140959347	PCDHA1	28.532	28.6646	57.1966	0.79	0.00140216783370576	0.00136000341846013	0.00138108562608294	SVs-30X
NA24385	chr5_140742556_140959347	PCDHA1	36.2842	38.2408	74.525	0.98	0.000235277285024946	0.000149940860878886	0.000192609072951916	SVs-30X
HG00096	chr7_82708831_82920969	PCLO	38.224	34.4018	72.6258	1	0.000150522006863213	0.000362927602689868	0.000256724804776541	SVs-30X
HG00171	chr7_82708831_82920969	PCLO	33.363	37.1477	70.5107	0.97	0.00046099901770759	0.000192854599027575	0.000326926808367583	SVs-30X
HG00268	chr7_82708831_82920969	PCLO	32.814	39.1259	71.9399	1	0.000523118404779689	0.000122295365685064	0.000322706885232377	SVs-30X
HG00358	chr7_82708831_82920969	PCLO	33.3988	31.5939	64.9927	0.91	0.000457214505199405	0.000692803383478292	0.000575008944338849	SVs-30X
HG00513	chr7_82708831_82920969	PCLO	32.4035	32.6685	65.072	0.89	0.000574976374358488	0.000540941125129766	0.000557958749744127	SVs-30X
HG00514	chr7_82708831_82920969	PCLO	32.9732	37.4689	70.4421	1	0.000504289586337972	0.000179105944393465	0.000341697765365718	SVs-30X
HG00731	chr7_82708831_82920969	PCLO	56.2764	33.7243	90.0007	0.99	2.35700226572218e-06	0.000424199351257769	0.000213278176761746	SVs-30X
HG00732	chr7_82708831_82920969	PCLO	37.0432	45.4935	82.5367	0.99	0.000197551349157945	2.8226043077425e-05	0.000112888696117685	SVs-30X
HG00864	chr7_82708831_82920969	PCLO	34.4018	35.42	69.8218	1	0.000362927602689868	0.000287078058202469	0.000325002830446169	SVs-30X
HG01352	chr7_82708831_82920969	PCLO	34.245	31.7137	65.9587	0.98	0.000376270352267766	0.000673953603897595	0.00052511197808268	SVs-30X
HG01457	chr7_82708831_82920969	PCLO	37.8351	38.9623	76.7974	0.99	0.000164622806008998	0.000126990139420765	0.000145806472714881	SVs-30X
HG01505	chr7_82708831_82920969	PCLO	35.5669	35.2049	70.7718	1	0.000277530041105511	0.000301654633090869	0.00028959233709819	SVs-30X
HG01573	chr7_82708831_82920969	PCLO	33.055	31.3633	64.4183	0.95	0.000494880110920286	0.000730583736216307	0.000612731923568297	SVs-30X
HG01596	chr7_82708831_82920969	PCLO	31.0487	35.9519	67.0006	0.98	0.000785470719135631	0.000253986129556709	0.00051972842434617	SVs-30X
HG01890	chr7_82708831_82920969	PCLO	53.2663	31.6533	84.9196	1	4.71378749557438e-06	0.000683392172296652	0.000344052979896113	SVs-30X
HG02011	chr7_82708831_82920969	PCLO	32.9352	30.0451	62.9803	0.92	0.000508721391619388	0.000989669075634139	0.000749195233626764	SVs-30X
HG02018	chr7_82708831_82920969	PCLO	26.7024	32.3765	59.0789	0.89	0.00213678093438471	0.000578562125557174	0.00135767152997094	SVs-30X
HG02059	chr7_82708831_82920969	PCLO	27.0224	27.8788	54.9012	0.97	0.00198499766395562	0.00162974628597247	0.00180737197496405	SVs-30X
HG02282	chr7_82708831_82920969	PCLO	39.4641	37.3561	76.8202	1	0.000113133181394195	0.000183818831054621	0.000148476006224408	SVs-30X
HG02492	chr7_82708831_82920969	PCLO	39.2869	33.1897	72.4766	1	0.000117844685036224	0.000479766588593913	0.000298805636815068	SVs-30X
HG02554	chr7_82708831_82920969	PCLO	31.4783	33.7732	65.2515	0.9	0.000711491965186094	0.000419449808060278	0.000565470886623186	SVs-30X
HG02587	chr7_82708831_82920969	PCLO	43.2692	36.6487	79.9179	1	4.71064091617752e-05	0.000216336600027503	0.000131721504594639	SVs-30X
HG02666	chr7_82708831_82920969	PCLO	33.9313	19.021	52.9523	0.78	0.000404454805666818	0.0125285266174012	0.00646649071153399	SVs-30X
HG02769	chr7_82708831_82920969	PCLO	33.6333	41.8054	75.4387	1	0.000433181598928923	6.59872454965494e-05	0.000249584422212736	SVs-30X
HG02953	chr7_82708831_82920969	PCLO	32.5483	30.7148	63.2631	1	0.000556121902730643	0.000848242444561121	0.000702182173645882	SVs-30X
HG03009	chr7_82708831_82920969	PCLO	36.1157	32.5115	68.6272	0.95	0.000244585101967199	0.000560854230387174	0.000402719666177187	SVs-30X
HG03065	chr7_82708831_82920969	PCLO	34.0243	36.4543	70.4786	1	0.000395885868956607	0.000226240316668979	0.000311063092812793	SVs-30X
HG03248	chr7_82708831_82920969	PCLO	29.6311	34.6335	64.2646	1	0.00108865431929751	0.000344072529301863	0.000716363424299686	SVs-30X
HG03371	chr7_82708831_82920969	PCLO	28.5105	30.7391	59.2496	0.99	0.00140912655739245	0.000843509542377937	0.00112631804988519	SVs-30X
HG03456	chr7_82708831_82920969	PCLO	29.9832	31.1476	61.1308	0.95	0.00100387583465188	0.000767785666185734	0.000885830750418806	SVs-30X
HG03520	chr7_82708831_82920969	PCLO	31.7748	27.6691	59.4439	0.84	0.000664538275321657	0.00171036972283105	0.00118745399907635	SVs-30X
HG03683	chr7_82708831_82920969	PCLO	26.7025	31.4017	58.1042	0.89	0.00213673173375189	0.000724152442743322	0.00143044208824761	SVs-30X
HG03732	chr7_82708831_82920969	PCLO	33.4532	31.7442	65.1974	0.98	0.0004515231272406	0.000669237086719395	0.000560380106979998	SVs-30X
HG03807	chr7_82708831_82920969	PCLO	25.1525	31.1279	56.2804	0.87	0.00305316306531703	0.000771276324078418	0.00191221969469772	SVs-30X
HG04036	chr7_82708831_82920969	PCLO	39.6491	33.0142	72.6633	1	0.000108415156235351	0.000499551192463662	0.000303983174349506	SVs-30X
HG04217	chr7_82708831_82920969	PCLO	24.9711	30.6278	55.5989	0.89	0.00318339111642323	0.000865406195466804	0.00202439865594502	SVs-30X
NA12329	chr7_82708831_82920969	PCLO	33.0227	37.4687	70.4914	1	0.000498574428375884	0.00017911419271694	0.000338844310546412	SVs-30X
NA18534	chr7_82708831_82920969	PCLO	40.9709	33.6289	74.5998	1	7.99668520401514e-05	0.000433620693819692	0.000256793772929922	SVs-30X
NA18939	chr7_82708831_82920969	PCLO	25.5597	35.9516	61.5113	0.92	0.00277990529018143	0.000254003674902969	0.0015169544825422	SVs-30X
NA18989	chr7_82708831_82920969	PCLO	32.5203	30.3536	62.8739	0.95	0.000559718936145313	0.000921806996311067	0.00074076296622819	SVs-30X
NA19036	chr7_82708831_82920969	PCLO	30.2014	46.2799	76.4813	1	0.000954684782399235	2.35510351153407e-05	0.000489117908757288	SVs-30X
NA19129	chr7_82708831_82920969	PCLO	29.4828	33.677	63.1598	1	0.00112647095933894	0.00042884465349682	0.00077765780641788	SVs-30X
NA19238	chr7_82708831_82920969	PCLO	33.9729	53.2667	87.2396	1	0.000400599128357367	4.71335335969463e-06	0.000202656240858531	SVs-30X
NA19239	chr7_82708831_82920969	PCLO	35.9525	43.2667	79.2192	1	0.000253951042499948	4.71335335969463e-05	0.000150542288048447	SVs-30X
NA19240	chr7_82708831_82920969	PCLO	53.2667	43.7242	96.9909	1	4.71335335969463e-06	4.2420911892125e-05	2.35671326259098e-05	SVs-30X
NA19317	chr7_82708831_82920969	PCLO	33.0162	44.2355	77.2517	1	0.000499321193601132	3.7709432792325e-05	0.000268515313196729	SVs-30X
NA19331	chr7_82708831_82920969	PCLO	34.4015	31.1188	65.5203	1	0.000362952673706414	0.000772894114130096	0.000567923393918255	SVs-30X
NA19347	chr7_82708831_82920969	PCLO	28.6601	32.8926	61.5527	1	0.00136141333440455	0.000513736000077991	0.000937574667241271	SVs-30X
NA19384	chr7_82708831_82920969	PCLO	31.909	31.8995	63.8085	0.98	0.000644317608047901	0.000645728567003961	0.000645023087525931	SVs-30X
NA19434	chr7_82708831_82920969	PCLO	28.5834	30.1077	58.6911	0.99	0.00138567059181021	0.000975506123688694	0.00118058835774945	SVs-30X
NA19650	chr7_82708831_82920969	PCLO	37.5847	35.006	72.5907	1	0.000174393381998567	0.000315791182863225	0.000245092282430896	SVs-30X
NA19705	chr7_82708831_82920969	PCLO	30.9886	33.8222	64.8108	1	0.000796416043240359	0.000414743893128014	0.000605579968184186	SVs-30X
NA19836	chr7_82708831_82920969	PCLO	35.2825	32.8625	68.145	0.99	0.000296312518651597	0.000517308959249628	0.000406810738950613	SVs-30X
NA19983	chr7_82708831_82920969	PCLO	25.9625	31.5939	57.5564	0.95	0.00253366971310002	0.000692803383478292	0.00161323654828916	SVs-30X
NA20355	chr7_82708831_82920969	PCLO	25.1814	33.5823	58.7637	0.94	0.00303291333084805	0.000438298515784645	0.00173560592331635	SVs-30X
NA20509	chr7_82708831_82920969	PCLO	38.6425	31.8053	70.4478	1	0.000136694172416232	0.000659887649265205	0.000398290910840718	SVs-30X
NA20847	chr7_82708831_82920969	PCLO	33.0965	31.2533	64.3498	0.89	0.000490173693555492	0.000749324616338206	0.000619749154946849	SVs-30X
NA24385	chr7_82708831_82920969	PCLO	38.3528	35.6417	73.9945	1	0.000146123477781988	0.000272790976224887	0.000209457227003438	SVs-30X
HG00096	chr8_17478936_17689117	PDGFRL	26.6265	26.0325	52.659	0.99	0.00217445287489013	0.00249315913602105	0.00233380600545559	SVs-30X
HG00171	chr8_17478936_17689117	PDGFRL	30.8697	33.0961	63.9658	1	0.000818521327632181	0.000490218842300227	0.000654370084966204	SVs-30X
HG00268	chr8_17478936_17689117	PDGFRL	28.3407	30.3017	58.6424	1	0.00146531164158903	0.000932889059721572	0.0011991003506553	SVs-30X
HG00358	chr8_17478936_17689117	PDGFRL	26.4769	27.4272	53.9041	0.95	0.00225066055721145	0.00180833962990146	0.00202950009355646	SVs-30X
HG00512	chr8_17478936_17689117	PDGFRL	29.4959	26.3954	55.8913	0.99	0.00112307820707474	0.00229329540040813	0.00170818680374143	SVs-30X
HG00513	chr8_17478936_17689117	PDGFRL	28.0126	28.3258	56.3384	0.97	0.00158030167345754	0.00147034754243039	0.00152532460794396	SVs-30X
HG00514	chr8_17478936_17689117	PDGFRL	25.6898	26.6551	52.3449	0.94	0.00269786367079763	0.00216018029421265	0.00242902198250514	SVs-30X
HG00731	chr8_17478936_17689117	PDGFRL	50.2131	29.1254	79.3385	1	9.52116299481021e-06	0.00122309446269891	0.00061630781284686	SVs-30X
HG00732	chr8_17478936_17689117	PDGFRL	56.2343	29.6458	85.8801	1	2.37996187457459e-06	0.00108497567131931	0.000543677816596942	SVs-30X
HG00864	chr8_17478936_17689117	PDGFRL	32.2897	28.1596	60.4493	1	0.000590241851226282	0.00152770675875084	0.00105897430498856	SVs-30X
HG01114	chr8_17478936_17689117	PDGFRL	27.474	25.6152	53.0892	0.97	0.00178895740435219	0.00274460594679338	0.00226678167557279	SVs-30X
HG01352	chr8_17478936_17689117	PDGFRL	27.0241	31.5815	58.6056	0.98	0.00198422080958606	0.000694784306144749	0.0013395025578654	SVs-30X
HG01457	chr8_17478936_17689117	PDGFRL	30.7192	27.405	58.1242	1	0.000847383493572736	0.0018176070560955	0.00133249527483412	SVs-30X
HG01505	chr8_17478936_17689117	PDGFRL	27.8088	25.7982	53.607	0.98	0.0016562275328304	0.00263135837269865	0.00214379295276453	SVs-30X
HG01573	chr8_17478936_17689117	PDGFRL	27.8721	25.5249	53.397	0.97	0.00163226248815356	0.00280227014557852	0.00221726631686604	SVs-30X
HG01596	chr8_17478936_17689117	PDGFRL	27.4503	27.834	55.2843	0.95	0.00179874665781993	0.00164664507672064	0.00172269586727028	SVs-30X
HG01890	chr8_17478936_17689117	PDGFRL	48.4524	25.3305	73.7829	1	1.4281045406726e-05	0.00293055583311891	0.00147241843926282	SVs-30X
HG02011	chr8_17478936_17689117	PDGFRL	25.5249	25.0658	50.5907	0.98	0.00280227014557852	0.00311472708919268	0.0029584986173856	SVs-30X
HG02018	chr8_17478936_17689117	PDGFRL	29.6262	25.3949	55.0211	0.97	0.00108988330489034	0.00288742026373202	0.00198865178431118	SVs-30X
HG02059	chr8_17478936_17689117	PDGFRL	26.0411	26.9527	52.9938	0.91	0.00248822700947588	0.00201711193937716	0.00225266947442652	SVs-30X
HG02106	chr8_17478936_17689117	PDGFRL	25.5619	26.6353	52.1972	0.96	0.00277849743373371	0.00217005129655781	0.00247427436514576	SVs-30X
HG02282	chr8_17478936_17689117	PDGFRL	25.373	24.5233	49.8963	0.99	0.00290201731938023	0.00352914904406391	0.00321558318172207	SVs-30X
HG02492	chr8_17478936_17689117	PDGFRL	27.8216	25.9352	53.7568	0.98	0.00165135330510674	0.00254964666952738	0.00210049998731706	SVs-30X
HG02554	chr8_17478936_17689117	PDGFRL	27.1508	29.1781	56.3289	1	0.00192716988268094	0.00120834235859558	0.00156775612063826	SVs-30X
HG02587	chr8_17478936_17689117	PDGFRL	24.8066	25.1785	49.9851	0.98	0.00330628281658216	0.00303493923406783	0.003170611025325	SVs-30X
HG02666	chr8_17478936_17689117	PDGFRL	24.5528	26.1848	50.7376	0.96	0.00350525808745047	0.00240724337415179	0.00295625073080113	SVs-30X
HG02769	chr8_17478936_17689117	PDGFRL	25.5495	25.7449	51.2944	1	0.00278644195114865	0.00266385143350683	0.00272514669232774	SVs-30X
HG02953	chr8_17478936_17689117	PDGFRL	24.921	26.1664	51.0874	0.99	0.00322032719816754	0.00241746391401689	0.00281889555609222	SVs-30X
HG03009	chr8_17478936_17689117	PDGFRL	26.0325	29.1432	55.1757	0.98	0.00249315913602105	0.00121809174501781	0.00185562544051943	SVs-30X
HG03065	chr8_17478936_17689117	PDGFRL	24.3023	25.5173	49.8196	0.99	0.00371338518149886	0.00280717831263789	0.00326028174706838	SVs-30X
HG03248	chr8_17478936_17689117	PDGFRL	30.1941	24.8212	55.0153	1	0.000956290849181948	0.00329518650229538	0.00212573867573867	SVs-30X
HG03371	chr8_17478936_17689117	PDGFRL	25.468	24.1575	49.6255	0.97	0.00283922623942491	0.00383928188724638	0.00333925406333564	SVs-30X
HG03452	chr8_17478936_17689117	PDGFRL	44.1933	25.005	69.1983	1	3.80776379335328e-05	0.00315863904842347	0.0015983583431785	SVs-30X
HG03456	chr8_17478936_17689117	PDGFRL	26.1853	25.5848	51.7701	1	0.00240696624596945	0.00276388519785675	0.0025854257219131	SVs-30X
HG03520	chr8_17478936_17689117	PDGFRL	25.8941	25.1864	51.0805	1	0.00257389010325004	0.0030294235695896	0.00280165683641982	SVs-30X
HG03683	chr8_17478936_17689117	PDGFRL	27.9742	27.8218	55.796	1	0.00159433654130851	0.00165127725922771	0.00162280690026811	SVs-30X
HG03732	chr8_17478936_17689117	PDGFRL	28.1604	25.8387	53.9991	0.95	0.0015274253706837	0.00260693378250979	0.00206717957659675	SVs-30X
HG03807	chr8_17478936_17689117	PDGFRL	22.5485	27.5087	50.0572	1	0.00556096292960271	0.00177472063927624	0.00366784178443948	SVs-30X
HG04036	chr8_17478936_17689117	PDGFRL	27.0126	26.9719	53.9845	1	0.00198948193501655	0.00200821404448885	0.0019988479897527	SVs-30X
HG04217	chr8_17478936_17689117	PDGFRL	26.1585	28.5418	54.7003	0.96	0.00242186538496727	0.00139900736236466	0.00191043637366597	SVs-30X
NA12329	chr8_17478936_17689117	PDGFRL	27.3821	28.1746	55.5567	0.96	0.00182721646500144	0.0015224393482691	0.00167482790663527	SVs-30X
NA18534	chr8_17478936_17689117	PDGFRL	27.4395	25.8071	53.2466	0.98	0.00180322533289792	0.00262597144965525	0.00221459839127659	SVs-30X
NA18939	chr8_17478936_17689117	PDGFRL	29.3683	29.4958	58.8641	0.96	0.00115656487873472	0.00112310406720385	0.00113983447296928	SVs-30X
NA18989	chr8_17478936_17689117	PDGFRL	27.0448	29.0257	56.0705	0.96	0.00197478581956314	0.0012514975392039	0.00161314167938352	SVs-30X
NA19036	chr8_17478936_17689117	PDGFRL	26.3766	24.7881	51.1647	0.98	0.00230324427317997	0.00332039690213074	0.00281182058765536	SVs-30X
NA19129	chr8_17478936_17689117	PDGFRL	25.0059	26.1409	51.1468	0.98	0.00315798454307642	0.00243170002919367	0.00279484228613504	SVs-30X
NA19238	chr8_17478936_17689117	PDGFRL	26.3677	25.0573	51.425	1	0.00230796915305306	0.00312082919429635	0.0027143991736747	SVs-30X
NA19239	chr8_17478936_17689117	PDGFRL	25.8163	25.0398	50.8561	1	0.00262041453665779	0.00313343002077813	0.00287692227871796	SVs-30X
NA19240	chr8_17478936_17689117	PDGFRL	24.6584	25.0266	49.685	0.99	0.00342105455607384	0.0031429682946264	0.00328201142535012	SVs-30X
NA19317	chr8_17478936_17689117	PDGFRL	25.4609	25.5176	50.9785	0.97	0.002843871703285	0.00280698440632718	0.00282542805480609	SVs-30X
NA19331	chr8_17478936_17689117	PDGFRL	25.7376	26.7818	52.5194	1	0.00266833283237305	0.00209807012609446	0.00238320147923375	SVs-30X
NA19347	chr8_17478936_17689117	PDGFRL	28.9925	25.2683	54.2608	0.99	0.00126110137729782	0.00297282948679831	0.00211696543204807	SVs-30X
NA19384	chr8_17478936_17689117	PDGFRL	26.0505	24.2959	50.3464	0.98	0.00248284724048798	0.00371886146221317	0.00310085435135057	SVs-30X
NA19434	chr8_17478936_17689117	PDGFRL	29.8018	25.5696	55.3714	0.96	0.0010466946395118	0.00277357554863653	0.00191013509407416	SVs-30X
NA19650	chr8_17478936_17689117	PDGFRL	29.8406	28.7533	58.5939	1	0.00103738508587129	0.00133250853666955	0.00118494681127042	SVs-30X
NA19705	chr8_17478936_17689117	PDGFRL	23.6739	25.7443	49.4182	0.97	0.00429150872678625	0.00266421948360629	0.00347786410519627	SVs-30X
NA19836	chr8_17478936_17689117	PDGFRL	25.0379	24.8814	49.9193	0.98	0.0031348011686474	0.00324982518511617	0.00319231317688179	SVs-30X
NA19983	chr8_17478936_17689117	PDGFRL	29.4772	25.8691	55.3463	0.98	0.00112792442155293	0.00258874933297565	0.00185833687726429	SVs-30X
NA20355	chr8_17478936_17689117	PDGFRL	23.2115	26.3249	49.5364	0.99	0.00477364369369243	0.00233082678393482	0.00355223523881363	SVs-30X
NA20509	chr8_17478936_17689117	PDGFRL	26.7418	26.5892	53.331	0.99	0.0021174833299521	0.0021932089021525	0.0021553461160523	SVs-30X
NA20847	chr8_17478936_17689117	PDGFRL	25.9504	28.0008	53.9512	0.98	0.00254073868409162	0.00158460127123376	0.00206266997766269	SVs-30X
NA24385	chr8_17478936_17689117	PDGFRL	31.7328	29.5151	61.2479	1	0.000670996106263013	0.00111812407852946	0.000894560092396234	SVs-30X
HG00096	chr16_2484828_2720426	PDPK1	35.0891	35.5272	70.6163	0.99	0.000309806125216655	0.000280078647142943	0.000294942386179799	SVs-30X
HG00171	chr16_2484828_2720426	PDPK1	34.049	34.2281	68.2771	1	0.000393640704143099	0.000377737411562753	0.000385689057852926	SVs-30X
HG00268	chr16_2484828_2720426	PDPK1	34.6915	34.2421	68.9336	0.99	0.000339507990432005	0.000376521690580144	0.000358014840506075	SVs-30X
HG00358	chr16_2484828_2720426	PDPK1	37.4894	34.2776	71.767	0.97	0.000178262502918566	0.00037345648045936	0.000275859491688963	SVs-30X
